timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1680193014601,17542,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.rokomari.com:443 failed to respond,newuser 1-446,text,false,,2098,0,299,299,https://www.rokomari.com/,0,0,17542
1680193014116,18170,HTTP Request,200,OK,newuser 1-404,text,true,,165136,240,298,298,https://www.rokomari.com/book,9736,0,9587
1680193014116,9736,HTTP Request-0,301,Moved Permanently,newuser 1-404,,true,,898,118,298,298,https://www.rokomari.com/,9736,0,9587
1680193023852,8434,HTTP Request-1,200,OK,newuser 1-404,text,true,,164238,122,298,298,https://www.rokomari.com/book,880,0,0
1680193014389,17900,HTTP Request,200,OK,newuser 1-317,text,true,,165131,240,298,298,https://www.rokomari.com/book,16535,0,16436
1680193014389,16535,HTTP Request-0,301,Moved Permanently,newuser 1-317,,true,,904,118,298,298,https://www.rokomari.com/,16535,0,16436
1680193030925,1364,HTTP Request-1,200,OK,newuser 1-317,text,true,,164227,122,298,298,https://www.rokomari.com/book,154,0,0
1680193013119,19169,HTTP Request,200,OK,newuser 1-243,text,true,,165125,240,297,297,https://www.rokomari.com/book,2242,0,307
1680193013119,2242,HTTP Request-0,301,Moved Permanently,newuser 1-243,,true,,898,118,297,297,https://www.rokomari.com/,2242,0,307
1680193015361,16927,HTTP Request-1,200,OK,newuser 1-243,text,true,,164227,122,297,297,https://www.rokomari.com/book,169,0,0
1680193013547,18763,HTTP Request,200,OK,newuser 1-261,text,true,,165133,240,295,295,https://www.rokomari.com/book,16307,0,5308
1680193013547,16307,HTTP Request-0,301,Moved Permanently,newuser 1-261,,true,,902,118,295,295,https://www.rokomari.com/,16307,0,5308
1680193029855,2455,HTTP Request-1,200,OK,newuser 1-261,text,true,,164231,122,295,295,https://www.rokomari.com/book,142,0,0
1680193012508,19819,HTTP Request,200,OK,newuser 1-82,text,true,,165114,240,294,294,https://www.rokomari.com/book,3409,0,856
1680193012508,3409,HTTP Request-0,301,Moved Permanently,newuser 1-82,,true,,896,118,294,294,https://www.rokomari.com/,3409,0,856
1680193015917,16410,HTTP Request-1,200,OK,newuser 1-82,text,true,,164218,122,294,294,https://www.rokomari.com/book,446,0,0
1680193013689,18753,HTTP Request,200,OK,newuser 1-359,text,true,,165133,240,293,293,https://www.rokomari.com/book,548,0,464
1680193013689,548,HTTP Request-0,301,Moved Permanently,newuser 1-359,,true,,908,118,293,293,https://www.rokomari.com/,548,0,464
1680193014238,18204,HTTP Request-1,200,OK,newuser 1-359,text,true,,164225,122,293,293,https://www.rokomari.com/book,183,0,0
1680193013715,18770,HTTP Request,200,OK,newuser 1-382,text,true,,165126,240,292,292,https://www.rokomari.com/book,2131,0,2009
1680193013715,2131,HTTP Request-0,301,Moved Permanently,newuser 1-382,,true,,898,118,292,292,https://www.rokomari.com/,2131,0,2009
1680193015846,16639,HTTP Request-1,200,OK,newuser 1-382,text,true,,164228,122,292,292,https://www.rokomari.com/book,1916,0,0
1680193014560,17987,HTTP Request,200,OK,newuser 1-411,text,true,,165138,240,291,291,https://www.rokomari.com/book,261,0,136
1680193014560,261,HTTP Request-0,301,Moved Permanently,newuser 1-411,,true,,902,118,291,291,https://www.rokomari.com/,261,0,136
1680193014821,17726,HTTP Request-1,200,OK,newuser 1-411,text,true,,164236,122,291,291,https://www.rokomari.com/book,434,0,0
1680193013536,19108,HTTP Request,200,OK,newuser 1-256,text,true,,165124,240,290,290,https://www.rokomari.com/book,2403,0,2255
1680193013536,2403,HTTP Request-0,301,Moved Permanently,newuser 1-256,,true,,896,118,290,290,https://www.rokomari.com/,2403,0,2255
1680193015940,16704,HTTP Request-1,200,OK,newuser 1-256,text,true,,164228,122,290,290,https://www.rokomari.com/book,474,0,0
1680193014568,18123,HTTP Request,200,OK,newuser 1-421,text,true,,165129,240,289,289,https://www.rokomari.com/book,247,0,133
1680193014568,247,HTTP Request-0,301,Moved Permanently,newuser 1-421,,true,,896,118,289,289,https://www.rokomari.com/,247,0,133
1680193014815,17876,HTTP Request-1,200,OK,newuser 1-421,text,true,,164233,122,289,289,https://www.rokomari.com/book,112,0,0
1680193014639,18123,HTTP Request,200,OK,newuser 1-460,text,true,,165133,240,288,288,https://www.rokomari.com/book,15804,0,3818
1680193014639,15804,HTTP Request-0,301,Moved Permanently,newuser 1-460,,true,,900,118,288,288,https://www.rokomari.com/,15804,0,3818
1680193030444,2318,HTTP Request-1,200,OK,newuser 1-460,text,true,,164233,122,288,288,https://www.rokomari.com/book,110,0,0
1680193012506,20285,HTTP Request,200,OK,newuser 1-78,text,true,,165129,240,287,287,https://www.rokomari.com/book,11629,0,10725
1680193012506,11629,HTTP Request-0,301,Moved Permanently,newuser 1-78,,true,,904,118,287,287,https://www.rokomari.com/,11629,0,10725
1680193024134,8657,HTTP Request-1,200,OK,newuser 1-78,text,true,,164225,122,287,287,https://www.rokomari.com/book,1047,0,0
1680193015020,17819,HTTP Request,200,OK,newuser 1-462,text,true,,165134,240,286,286,https://www.rokomari.com/book,17323,0,15967
1680193015020,17323,HTTP Request-0,301,Moved Permanently,newuser 1-462,,true,,904,118,286,286,https://www.rokomari.com/,17323,0,15967
1680193032344,495,HTTP Request-1,200,OK,newuser 1-462,text,true,,164230,122,286,286,https://www.rokomari.com/book,109,0,0
1680193012925,19917,HTTP Request,200,OK,newuser 1-205,text,true,,165117,240,286,286,https://www.rokomari.com/book,17123,0,4713
1680193012925,17123,HTTP Request-0,301,Moved Permanently,newuser 1-205,,true,,896,118,286,286,https://www.rokomari.com/,17123,0,4713
1680193030049,2793,HTTP Request-1,200,OK,newuser 1-205,text,true,,164221,122,286,286,https://www.rokomari.com/book,126,0,0
1680193012628,20263,HTTP Request,200,OK,newuser 1-127,text,true,,165120,240,284,284,https://www.rokomari.com/book,3551,0,2959
1680193012628,3551,HTTP Request-0,301,Moved Permanently,newuser 1-127,,true,,900,118,284,284,https://www.rokomari.com/,3551,0,2959
1680193016179,16712,HTTP Request-1,200,OK,newuser 1-127,text,true,,164220,122,284,284,https://www.rokomari.com/book,1838,0,0
1680193013723,19251,HTTP Request,200,OK,newuser 1-330,text,true,,165135,240,283,283,https://www.rokomari.com/book,2770,0,2416
1680193013723,2770,HTTP Request-0,301,Moved Permanently,newuser 1-330,,true,,902,118,283,283,https://www.rokomari.com/,2770,0,2416
1680193016495,16479,HTTP Request-1,200,OK,newuser 1-330,text,true,,164233,122,283,283,https://www.rokomari.com/book,1832,0,0
1680193012952,20142,HTTP Request,200,OK,newuser 1-215,text,true,,165135,240,282,282,https://www.rokomari.com/book,3531,0,923
1680193012952,3531,HTTP Request-0,301,Moved Permanently,newuser 1-215,,true,,904,118,282,282,https://www.rokomari.com/,3531,0,923
1680193016484,16610,HTTP Request-1,200,OK,newuser 1-215,text,true,,164231,122,282,282,https://www.rokomari.com/book,124,0,0
1680193012685,20428,HTTP Request,200,OK,newuser 1-137,text,true,,165125,240,281,281,https://www.rokomari.com/book,7307,0,3681
1680193012685,7307,HTTP Request-0,301,Moved Permanently,newuser 1-137,,true,,900,118,281,281,https://www.rokomari.com/,7307,0,3681
1680193019992,13121,HTTP Request-1,200,OK,newuser 1-137,text,true,,164225,122,281,281,https://www.rokomari.com/book,104,0,0
1680193012431,20756,HTTP Request,200,OK,newuser 1-6,text,true,,165125,240,280,280,https://www.rokomari.com/book,3918,0,3532
1680193012431,3918,HTTP Request-0,301,Moved Permanently,newuser 1-6,,true,,904,118,280,280,https://www.rokomari.com/,3918,0,3532
1680193016349,16838,HTTP Request-1,200,OK,newuser 1-6,text,true,,164221,122,280,280,https://www.rokomari.com/book,114,0,0
1680193014667,18561,HTTP Request,200,OK,newuser 1-493,text,true,,165127,240,279,279,https://www.rokomari.com/book,630,0,509
1680193014667,630,HTTP Request-0,301,Moved Permanently,newuser 1-493,,true,,902,118,279,279,https://www.rokomari.com/,630,0,509
1680193015297,17931,HTTP Request-1,200,OK,newuser 1-493,text,true,,164225,122,279,279,https://www.rokomari.com/book,170,0,0
1680193013651,19629,HTTP Request,200,OK,newuser 1-321,text,true,,165123,240,278,278,https://www.rokomari.com/book,580,0,495
1680193013651,580,HTTP Request-0,301,Moved Permanently,newuser 1-321,,true,,898,118,278,278,https://www.rokomari.com/,580,0,495
1680193014232,19048,HTTP Request-1,200,OK,newuser 1-321,text,true,,164225,122,278,278,https://www.rokomari.com/book,392,0,0
1680193014652,18685,HTTP Request,200,OK,newuser 1-476,text,true,,165131,240,277,277,https://www.rokomari.com/book,606,0,507
1680193012469,20869,HTTP Request,200,OK,newuser 1-7,text,true,,165144,240,277,277,https://www.rokomari.com/book,9064,0,7800
1680193012469,9065,HTTP Request-0,301,Moved Permanently,newuser 1-7,,true,,906,118,277,277,https://www.rokomari.com/,9064,0,7800
1680193021534,11804,HTTP Request-1,200,OK,newuser 1-7,text,true,,164238,122,277,277,https://www.rokomari.com/book,115,0,0
1680193014652,606,HTTP Request-0,301,Moved Permanently,newuser 1-476,,true,,894,118,277,277,https://www.rokomari.com/,606,0,507
1680193015258,18079,HTTP Request-1,200,OK,newuser 1-476,text,true,,164237,122,277,277,https://www.rokomari.com/book,160,0,0
1680193012474,20864,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.rokomari.com:443 failed to respond,newuser 1-46,text,false,,2098,0,276,276,https://www.rokomari.com/,0,0,20863
1680193012430,20944,HTTP Request,200,OK,newuser 1-23,text,true,,165121,240,274,274,https://www.rokomari.com/book,4053,0,3936
1680193012430,4053,HTTP Request-0,301,Moved Permanently,newuser 1-23,,true,,898,118,274,274,https://www.rokomari.com/,4053,0,3936
1680193016483,16891,HTTP Request-1,200,OK,newuser 1-23,text,true,,164223,122,274,274,https://www.rokomari.com/book,407,0,0
1680193012905,20474,HTTP Request,200,OK,newuser 1-193,text,true,,165134,240,273,273,https://www.rokomari.com/book,2455,0,578
1680193012905,2455,HTTP Request-0,301,Moved Permanently,newuser 1-193,,true,,906,118,273,273,https://www.rokomari.com/,2455,0,578
1680193015360,18019,HTTP Request-1,200,OK,newuser 1-193,text,true,,164228,122,273,273,https://www.rokomari.com/book,405,0,0
1680193012559,20880,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.rokomari.com:443 failed to respond,newuser 1-104,text,false,,2098,0,272,272,https://www.rokomari.com/,0,0,20879
1680193012426,21015,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.rokomari.com:443 failed to respond,newuser 1-33,text,false,,2098,0,271,271,https://www.rokomari.com/,0,0,21014
1680193012523,20920,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: www.rokomari.com:443 failed to respond,newuser 1-93,text,false,,2098,0,270,270,https://www.rokomari.com/,0,0,20918
1680193012636,20870,HTTP Request,200,OK,newuser 1-136,text,true,,165132,240,269,269,https://www.rokomari.com/book,3802,0,3437
1680193012636,3802,HTTP Request-0,301,Moved Permanently,newuser 1-136,,true,,900,118,269,269,https://www.rokomari.com/,3802,0,3437
1680193016438,17068,HTTP Request-1,200,OK,newuser 1-136,text,true,,164232,122,269,269,https://www.rokomari.com/book,181,0,0
1680193012445,21110,HTTP Request,200,OK,newuser 1-62,text,true,,165135,240,268,268,https://www.rokomari.com/book,3653,0,3541
1680193012445,3653,HTTP Request-0,301,Moved Permanently,newuser 1-62,,true,,898,118,268,268,https://www.rokomari.com/,3653,0,3541
1680193016098,17457,HTTP Request-1,200,OK,newuser 1-62,text,true,,164237,122,268,268,https://www.rokomari.com/book,465,0,0
1680193014565,19043,HTTP Request,200,OK,newuser 1-416,text,true,,165125,240,267,267,https://www.rokomari.com/book,235,0,132
1680193014565,235,HTTP Request-0,301,Moved Permanently,newuser 1-416,,true,,900,118,267,267,https://www.rokomari.com/,235,0,132
1680193014800,18808,HTTP Request-1,200,OK,newuser 1-416,text,true,,164225,122,267,267,https://www.rokomari.com/book,108,0,0
1680193014956,18690,HTTP Request,200,OK,newuser 1-445,text,true,,165127,240,266,266,https://www.rokomari.com/book,17069,0,1147
1680193014956,17069,HTTP Request-0,301,Moved Permanently,newuser 1-445,,true,,906,118,266,266,https://www.rokomari.com/,17069,0,1147
1680193032026,1620,HTTP Request-1,200,OK,newuser 1-445,text,true,,164221,122,266,266,https://www.rokomari.com/book,163,0,0
